id,year,authors,title
4350,2011,"Olivier Delalleau, Yoshua Bengio",Shallow vs. Deep Sum-Product Networks
4351,2011,"Guillaume Desjardins, Yoshua Bengio, Aaron C. Courville",On Tracking The Partition Function
4352,2011,"Angela Yao, Juergen Gall, Luc V. Gool, Raquel Urtasun",Learning Probabilistic Non-Linear Latent Variable Models for Tracking Complex Activities
4353,2011,"Yoonho Hwang, Hee-kap Ahn",Convergent Bounds on the Euclidean Distance
4354,2011,"Joseph L. Austerweil, Abram L. Friesen, Thomas L. Griffiths",An ideal observer model for identifying the reference frame of objects
4355,2011,"Skander Mensi, Richard Naud, Wulfram Gerstner",From Stochastic Nonlinear Integrate-and-Fire to Generalized Linear Models
4356,2011,"Matthew A. Kayala, Pierre F. Baldi",A Machine Learning Approach to Predict Chemical Reactions
4357,2011,"Jakob H. Macke, Iain Murray, Peter E. Latham",How biased are maximum entropy models?
4358,2011,"Yee W. Teh, Vinayak Rao",Gaussian process modulated renewal processes
4359,2011,"Elad Hazan, Tomer Koren, Nati Srebro",Beating SGD: Learning SVMs in Sublinear Time
4360,2011,"Abhishek Kumar, Piyush Rai, Hal Daume",Co-regularized Multi-view Spectral Clustering
4361,2011,"Soumya Ghosh, Andrei B. Ungureanu, Erik B. Sudderth, David M. Blei",Spatial distance dependent Chinese restaurant processes for image segmentation
4362,2011,"Michael Shindler, Alex Wong, Adam W. Meyerson",Fast and Accurate k-means For Large Datasets
4363,2011,"Dan Feldman, Matthew Faulkner, Andreas Krause",Scalable Training of Mixture Models via Coresets
4364,2011,"Cristina Savin, Peter Dayan, M?t? Lengyel",Two is better than one: distinct roles for familiarity and recollection in retrieving palimpsest memories
4365,2011,"Jun Zhu, Ning Chen, Eric P. Xing",Infinite Latent SVM for Classification and Multi-task Learning
4366,2011,"Shie Mannor, Ohad Shamir",From Bandits to Experts: On the Value of Side-Observations
4367,2011,"Richard G. Gibson, Duane Szafron",On Strategy Stitching in Large Extensive Form Multiplayer Games
4368,2011,"Matthew D. Zeiler, Graham W. Taylor, Leonid Sigal, Iain Matthews, Rob Fergus",Facial Expression Transfer with Input-Output Temporal Restricted Boltzmann Machines
4369,2011,"Michael C. Mozer, Benjamin Link, Harold Pashler",An Unsupervised Decontamination Procedure For Improving The Reliability Of Human Judgments
4370,2011,"Animashree Anandkumar, Vincent Tan, Alan S. Willsky",High-Dimensional Graphical Model Selection: Tractable Graph Families and Necessary Conditions
4371,2011,"Kamiar R. Rad, Liam Paninski",Information Rates and Optimal Decoding in Large Neural Populations
4372,2011,"Alan Jern, Christopher G. Lucas, Charles Kemp",Evaluating the inverse decision-making approach to preference learning
4373,2011,"Ichiro Takeuchi, Masashi Sugiyama",Target Neighbor Consistent Feature Weighting for Nearest Neighbor Classification
4374,2011,Guy Broeck,On the Completeness of First-Order Knowledge Compilation for Lifted Probabilistic Inference
4375,2011,"Xiaoyin Ge, Issam I. Safa, Mikhail Belkin, Yusu Wang",Data Skeletonization via Reeb Graphs
4376,2011,Jing Lei,Differentially Private M-Estimators
4377,2011,"Wouter M. Koolen, Wojciech Kotlowski, Manfred K. Warmuth",Learning Eigenvectors for Free
4378,2011,"Feng Yan, Yuan Qi",EigenNet: A Bayesian hybrid of generative and conditional models for sparse learning
4379,2011,"Flavio Chierichetti, David Liben-nowell, Jon M. Kleinberg",Reconstructing Patterns of Information Diffusion from Incomplete Observations
4380,2011,"Guido F. Montufar, Johannes Rauh, Nihat Ay",Expressive Power and Approximation Errors of Restricted Boltzmann Machines
4381,2011,"Dominique Tschopp, Suhas Diggavi, Payam Delgosha, Soheil Mohajer",Randomized Algorithms for Comparison-based Search
4382,2011,"Jacob D. Abernethy, Rafael M. Frongillo",A Collaborative Mechanism for Crowdsourcing Prediction Problems
4383,2011,"Johanni Brea, Walter Senn, Jean-pascal Pfister",Sequence learning with hidden units in spiking neural networks
4384,2011,"Yan Karklin, Eero P. Simoncelli",Efficient coding of natural images with a population of noisy Linear-Nonlinear neurons
4385,2011,"Jo?o V. Messias, Matthijs Spaan, Pedro U. Lima",Efficient Offline Communication Policies for Factored Multiagent POMDPs
4386,2011,"Nasser M. Nasrabadi, Trac D. Tran, Nam Nguyen",Robust Lasso with missing and grossly corrupted observations
4387,2011,"Danilo J. Rezende, Daan Wierstra, Wulfram Gerstner",Variational Learning for Recurrent Spiking Networks
4388,2011,"Michael Kapralov, Rina Panigrahy",Prediction strategies without loss
4389,2011,"Krzysztof J. Dembczynski, Willem Waegeman, Weiwei Cheng, Eyke H?llermeier",An Exact Algorithm for F-Measure Maximization
4390,2011,"Benjamin Recht, Christopher Re, Stephen Wright, Feng Niu",Hogwild: A Lock-Free Approach to Parallelizing Stochastic Gradient Descent
4391,2011,"Xaq Pitkow, Yashar Ahmadian, Ken D. Miller",Learning unbelievable probabilities
4392,2011,"Blake Shaw, Bert Huang, Tony Jebara",Learning a Distance Metric from a Network
4393,2011,"Bo Chen, Vidhya Navalpakkam, Pietro Perona",Predicting response time and error rates in visual search
4394,2011,"Le Song, Eric P. Xing, Ankur P. Parikh",Kernel Embeddings of Latent Tree Graphical Models
4395,2011,"Asela Gunawardana, Christopher Meek, Puyang Xu",A Model for Temporal Dependencies in Event Streams
4396,2011,"David R. Karger, Sewoong Oh, Devavrat Shah",Iterative Learning for Reliable Crowdsourcing Systems
4397,2011,"Ali Tofigh, Erik Sj?lund, Mattias H?glund, Jens Lagergren",A Global Structural EM Algorithm for a Model of Cancer Progression
4398,2011,"Binbin Lin, Chiyuan Zhang, Xiaofei He",Semi-supervised Regression via Parallel Field Regularization
4399,2011,"Jun Wang, Huyen T. Do, Adam Woznica, Alexandros Kalousis",Metric Learning with Multiple Kernels
4400,2011,"Zhen J. Xiang, Hao Xu, Peter J. Ramadge",Learning Sparse Representations of High Dimensional Data on Large Scale Dictionaries
4401,2011,"Bo Chen, David E. Carlson, Lawrence Carin",On the Analysis of Multi-Channel Neural Spike Data
4402,2011,"Nicolas Boumal, Pierre-antoine Absil",RTRMC: A Riemannian trust-region method for low-rank matrix completion
4403,2011,"Ping Li, Anshumali Shrivastava, Joshua L. Moore, Arnd C. K?nig",Hashing Algorithms for Large-Scale Learning
4404,2011,"David P. Reichert, Peggy Series, Amos J. Storkey",Neuronal Adaptation for Sampling-Based Probabilistic Inference in Perceptual Bistability
4405,2011,Ricardo Silva,Thinning Measurement Models and Questionnaire Design
4406,2011,"Sungwoong Kim, Sebastian Nowozin, Pushmeet Kohli, Chang D. Yoo",Higher-Order Correlation Clustering for Image Segmentation
4407,2011,"David A. Knowles, Tom Minka",Non-conjugate Variational Message Passing for Multinomial and Binary Regression
4408,2011,"Zhen Li, Huazhong Ning, Liangliang Cao, Tong Zhang, Yihong Gong, Thomas S. Huang",Learning to Search Efficiently in High Dimensions
4409,2011,"Salah Rifai, Yann N. Dauphin, Pascal Vincent, Yoshua Bengio, Xavier Muller",The Manifold Tangent Classifier
4410,2011,Philipp Hennig,Optimal Reinforcement Learning for Gaussian Systems
4411,2011,"Il Memming Park, Jonathan W. Pillow",Bayesian Spike-Triggered Covariance Analysis
4412,2011,"Ambuj Tewari, Pradeep K. Ravikumar, Inderjit S. Dhillon",Greedy Algorithms for Structurally Constrained High Dimensional Problems
4413,2011,"Nati Srebro, Karthik Sridharan, Ambuj Tewari",On the Universality of Online Mirror Descent
4414,2011,"Kenji Fukumizu, Le Song, Arthur Gretton",Kernel Bayes' Rule
4415,2011,"Odalric-ambrym Maillard, Daniil Ryabko, R?mi Munos",Selecting the State-Representation in Reinforcement Learning
4416,2011,"Chaitanya Ekanadham, Daniel Tranchina, Eero P. Simoncelli",A blind sparse deconvolution method for neural spike identification
4417,2011,"Yasin Abbasi-yadkori, D?vid P?l, Csaba Szepesv?ri",Improved Algorithms for Linear Stochastic Bandits
4418,2011,"Congcong Li, Ashutosh Saxena, Tsuhan Chen",<var>\theta</var>
4419,2011,"Ricardo S. Cabral, Fernando Torre, Joao P. Costeira, Alexandre Bernardino",Matrix Completion for Multi-label Image Classification
4420,2011,"Sergey Levine, Zoran Popovic, Vladlen Koltun",Nonlinear Inverse Reinforcement Learning with Gaussian Processes
4421,2011,"Simon Wiesler, Hermann Ney",A Convergence Analysis of Log-Linear Training
4422,2011,Yusuke Watanabe,Uniqueness of Belief Propagation on Signed Graphs
4423,2011,Charles Kemp,Inductive reasoning about chimeric creatures
4424,2011,"Joris M. Mooij, Dominik Janzing, Tom Heskes, Bernhard Sch?lkopf",On Causal Discovery with Cyclic Additive Noise Models
4425,2011,"Inderjit S. Dhillon, Pradeep K. Ravikumar, Ambuj Tewari",Nearest Neighbor based Greedy Coordinate Descent
4426,2011,"Jun-ichiro Hirayama, Aapo Hyv?rinen",Structural equations and divisive normalization for energy-dependent component analysis
4427,2011,"Kevin G. Jamieson, Robert Nowak",Active Ranking using Pairwise Comparisons
4428,2011,Nir Ailon,Active Learning Ranking from Pairwise Preferences with Almost Optimal Query Complexity
4429,2011,"Sham M. Kakade, Varun Kanade, Ohad Shamir, Adam Kalai",Efficient Learning of Generalized Linear and Single Index Models with Isotonic Regression
4430,2011,"Martin O. Larsson, Johan Ugander",A concave regularization technique for sparse mixture models
4431,2011,"Xianxing Zhang, Lawrence Carin, David B. Dunson",Hierarchical Topic Modeling for Analysis of Time-Evolving Personal Choices
4432,2011,"Andrew Cotter, Ohad Shamir, Nati Srebro, Karthik Sridharan",Better Mini-Batch Algorithms via Accelerated Gradient Methods
4433,2011,"Minmin Chen, Kilian Q. Weinberger, John Blitzer",Co-Training for Domain Adaptation
4434,2011,"Zhouchen Lin, Risheng Liu, Zhixun Su",Linearized Alternating Direction Method with Adaptive Penalty for Low-Rank Representation
4435,2011,"Alessandro Lazaric, Marcello Restelli",Transfer from Multiple MDPs
4436,2011,"Duy Q. Vu, David Hunter, Padhraic Smyth, Arthur U. Asuncion",Continuous-Time Regression Models for Longitudinal Networks
4437,2011,"Mehdi Keramati, Boris S. Gutkin",A Reinforcement Learning Theory for Homeostatic Regulation
4438,2011,"Andrew E. Waters, Aswin C. Sankaranarayanan, Richard Baraniuk",SpaRCS: Recovering low-rank and sparse matrices from compressive measurements
4439,2011,"Artin Armagan, Merlise Clyde, David B. Dunson",Generalized Beta Mixtures of Gaussians
4440,2011,"Shuai Huang, Jing Li, Jieping Ye, Teresa Wu, Kewei Chen, Adam Fleisher, Eric Reiman",Identifying Alzheimer's Disease-Related Brain Regions from Multi-Modality Neuroimaging Data using Sparse Composite Linear Discrimination Analysis
4441,2011,"Nobuyuki Morioka, Shin'ichi Satoh",Generalized Lasso based Approximation of Sparse Coding for Visual Recognition
4442,2011,"Thomas L. Griffiths, Michael James",A rational model of causal inference with continuous causes
4443,2011,"James S. Bergstra, R?mi Bardenet, Yoshua Bengio, Bal?zs K?gl",Algorithms for Hyper-Parameter Optimization
4444,2011,"Phil Long, Rocco Servedio",Algorithms and hardness results for parallel large margin learning
4445,2011,"Yisong Yue, Carlos Guestrin",Linear Submodular Bandits and their Application to Diversified Retrieval
4446,2011,"Nicol? Cesa-bianchi, Ohad Shamir",Efficient Online Learning via Randomized Rounding
4447,2011,"Bogdan Alexe, Viviana Petrescu, Vittorio Ferrari",Exploiting spatial overlap to efficiently compute appearance distances between image windows
4448,2011,"Stefano Ermon, Carla P. Gomes, Ashish Sabharwal, Bart Selman",Accelerated Adaptive Markov Chain for Partition Function Computation
4449,2011,Philip S. Thomas,Policy Gradient Coagent Networks
4450,2011,"Mohammad J. Saberian, Nuno Vasconcelos",Multiclass Boosting: Theory and Algorithms
4451,2011,"Phillip Isola, Devi Parikh, Antonio Torralba, Aude Oliva",Understanding the Intrinsic Memorability of Images
4452,2011,"Mark Schmidt, Nicolas L. Roux, Francis R. Bach",Convergence Rates of Inexact Proximal-Gradient Methods for Convex Optimization
4453,2011,"Ryota Tomioka, Taiji Suzuki, Kohei Hayashi, Hisashi Kashima",Statistical Performance of Convex Tensor Decomposition
4454,2011,"Po-ling Loh, Martin J. Wainwright",High-dimensional regression with noisy and missing data: Provable guarantees with non-convexity
4455,2011,Samory Kpotufe,k-NN Regression Adapts to Local Intrinsic Dimension
4456,2011,Siwei Lyu,Unifying Non-Maximum Likelihood Learning Objectives with Minimum KL Contraction
4457,2011,Francis R. Bach,Shaping Level Sets with Submodular Functions
4458,2011,"Trung T. Pham, Tat-jun Chin, Jin Yu, David Suter",Simultaneous Sampling and Multi-Structure Fitting with Adaptive Reversible Jump MCMC
4459,2011,"Jun Liu, Liang Sun, Jieping Ye",Projection onto A Nonnegative Max-Heap
4460,2011,"Xinggang Wang, Xiang Bai, Xingwei Yang, Wenyu Liu, Longin J. Latecki",Maximal Cliques that Satisfy Hard Constraints with Application to Deformable Object Model Learning
4461,2011,"Joseph J. Lim, Ruslan R. Salakhutdinov, Antonio Torralba",Transfer Learning by Borrowing Examples for Multiclass Object Detection
4462,2011,"Prateek Jain, Ambuj Tewari, Inderjit S. Dhillon",Orthogonal Matching Pursuit with Replacement
4463,2011,"Ardavan Saeedi, Alexandre Bouchard-c?t?",Priors over Recurrent Continuous Time Processes
4464,2011,"Yichuan Zhang, Charles A. Sutton",Quasi-Newton Methods for Markov Chain Monte Carlo
4465,2011,"Andrew Guillory, Jeff A. Bilmes","Online Submodular Set Cover, Ranking, and Repeated Active Learning"
4466,2011,"Faisal Khan, Bilge Mutlu, Xiaojin Zhu",How Do Humans Teach: On Curriculum Learning and Teaching Dimension
4467,2011,"Quoc V. Le, Alexandre Karpenko, Jiquan Ngiam, Andrew Y. Ng",ICA with Reconstruction Cost for Efficient Overcomplete Feature Learning
4468,2011,"Ian Stevenson, Konrad Koerding",Inferring spike-timing-dependent plasticity from spike train data
4469,2011,"Vikas C. Raykar, Shipeng Yu",Ranking annotators for crowdsourced labeling tasks
4470,2011,"Vicente Ordonez, Girish Kulkarni, Tamara L. Berg",Im2Text: Describing Images Using 1 Million Captioned Photographs
4471,2011,"Alex K. Susemihl, Ron Meir, Manfred Opper",Analytical Results for the Error in Filtering of Gaussian Processes
4472,2011,"George Konidaris, Scott Niekum, Philip S. Thomas",TD_gamma: Re-evaluating Complex Backups in Temporal Difference Learning
4473,2011,"Liefeng Bo, Xiaofeng Ren, Dieter Fox",Hierarchical Matching Pursuit for Image Classification: Architecture and Fast Algorithms
4474,2011,"Antonio Torralba, Joshua B. Tenenbaum, Ruslan R. Salakhutdinov",Learning to Learn with Compound HD Models
4475,2011,"Alekh Agarwal, Dean P. Foster, Daniel J. Hsu, Sham M. Kakade, Alexander Rakhlin",Stochastic convex optimization with bandit feedback
4476,2011,"Fabio Vitale, Nicol? Cesa-bianchi, Claudio Gentile, Giovanni Zappella",See the Tree Through the Lines: The Shazoo Algorithm
4477,2011,"Zhan Lim, Lee Sun, David Hsu",Monte Carlo Value Iteration with Macro-Actions
4478,2011,"Victor Gabillon, Mohammad Ghavamzadeh, Alessandro Lazaric, S?bastien Bubeck",Multi-Bandit Best Arm Identification
4479,2011,"Jaedeug Choi, Kee-eung Kim",MAP Inference for Bayesian Inverse Reinforcement Learning
4480,2011,"Kenan Y. Y?lmaz, Ali T. Cemgil, Umut Simsekli",Generalised Coupled Tensor Factorisation
4481,2011,"Fahad S. Khan, Joost Weijer, Andrew D. Bagdanov, Maria Vanrell",Portmanteau Vocabularies for Multi-Cue Image Representation
4482,2011,"Tzu-kuo Huang, Jeff G. Schneider",Learning Auto-regressive Models from Sequence and Non-sequence Data
4483,2011,"Dan Zhang, Yan Liu, Luo Si, Jian Zhang, Richard D. Lawrence",Multiple Instance Learning on Structured Data
4484,2011,"Xinghua Lou, Fred A. Hamprecht",Structured Learning for Cell Tracking
4485,2011,Amir-massoud Farahmand,Action-Gap Phenomenon in Reinforcement Learning
4486,2011,"Lester W. Mackey, Michael I. Jordan, Ameet Talwalkar",Divide-and-Conquer Matrix Factorization
4487,2011,"Andreas Krause, Cheng S. Ong",Contextual Gaussian Process Bandit Optimization
4488,2012,"Kenji Fukumizu, Chenlei Leng",Gradient-based kernel method for feature extraction and variable selection
4489,2012,"Xue-xin Wei, Alan A. Stocker",Efficient coding provides a direct link between prior and likelihood in perceptual Bayesian inference
4490,2012,"Denny Zhou, Sumit Basu, Yi Mao, John C. Platt",Learning from the Wisdom of Crowds by Minimax Entropy
4491,2012,"Maksims Volkovs, Richard S. Zemel",Efficient Sampling for Bipartite Matching Problems
4492,2012,"Aharon Birnbaum, Shai S. Shwartz",Learning Halfspaces with the Zero-One Loss: Time-Accuracy Tradeoffs
4493,2012,"Amr Ahmed, Sujith Ravi, Alex J. Smola, Shravan M. Narayanamurthy",FastEx: Hash Clustering with Exponential Families
4494,2012,Miguel L?zaro-Gredilla,Bayesian Warped Gaussian Processes
4495,2012,"Christoph Sawade, Niels Landwehr, Tobias Scheffer",Active Comparison of Prediction Models
4496,2012,"Koby Crammer, Yishay Mansour",Learning Multiple Tasks using Shared Hypotheses
4497,2012,"Adam Coates, Andrej Karpathy, Andrew Y. Ng",Emergence of Object-Selective Features in Unsupervised Feature Learning
4498,2012,"Ulugbek Kamilov, Sundeep Rangan, Michael Unser, Alyson K. Fletcher",Approximate Message Passing with Consistent Parameter Estimation and Applications to Sparse Learning
4499,2012,"Karthik Mohan, Mike Chung, Seungyeop Han, Daniela Witten, Su-in Lee, Maryam Fazel",Structured Learning of Gaussian Graphical Models
4500,2012,"Chi Jin, Liwei Wang",Dimensionality Dependent PAC-Bayes Margin Bound
4501,2012,"Piyush Rai, Abhishek Kumar, Hal Daume",Simultaneously Leveraging Output and Task Structures for Multiple-Output Regression
4502,2012,"Hua Wang, Feiping Nie, Heng Huang, Jingwen Yan, Sungeun Kim, Shannon Risacher, Andrew Saykin, Li Shen",High-Order Multi-Task Feature Learning to Identify Longitudinal Phenotypic Markers for Alzheimer's Disease Progression Prediction
4503,2012,"Vinay Jethava, Anders Martinsson, Chiranjib Bhattacharyya, Devdatt Dubhashi","The Lov?sz ? function, SVMs and finding large dense subgraphs"
4504,2012,"Mert Pilanci, Laurent E. Ghaoui, Venkat Chandrasekaran",Recovery of Sparse Probability Measures via Convex Programming
4505,2012,"Martin J. Wainwright, Michael I. Jordan, John C. Duchi",Privacy Aware Learning
4506,2012,"Jeremy Weiss, Sriraam Natarajan, David Page",Multiplicative Forests for Continuous-Time Processes
4507,2012,"Yi Wu, David P. Wipf",Dual-Space Analysis of the Sparse Linear Model
4508,2012,"Purushottam Kar, Prateek Jain",Supervised Learning with Similarity Functions
4509,2012,"Kevin G. Jamieson, Robert Nowak, Ben Recht",Query Complexity of Derivative-Free Optimization
4510,2012,"Daniil Ryabko, Jeremie Mary",Reducing statistical time-series problems to binary classification
4511,2012,"Deepak Venugopal, Vibhav Gogate",On Lifting the Gibbs Sampling Algorithm
4512,2012,"Edward Challis, David Barber",Affine Independent Variational Inference
4513,2012,"Uri Maoz, Shengxuan Ye, Ian Ross, Adam Mamelak, Christof Koch",Predicting Action Content On-Line and in Real Time before Action Onset ? an Intracranial Human Study
4514,2012,"Teodor M. Moldovan, Pieter Abbeel",Risk Aversion in Markov Decision Processes via Near Optimal Chernoff Bounds
4515,2012,"Pradeep Shenoy, Angela J. Yu",Strategic Impatience in Go/NoGo versus Forced-Choice Decision-Making
4516,2012,"Robert Gens, Pedro Domingos",Discriminative Learning of Sum-Product Networks
4517,2012,"Melanie Rey, Volker Roth",Meta-Gaussian Information Bottleneck
4518,2012,"Ben Recht, Christopher Re, Joel Tropp, Victor Bittorf",Factoring nonnegative matrices with linear programs
4519,2012,"Alexandra Carpentier, R?mi Munos",Adaptive Stratified Sampling for Monte-Carlo integration of Differentiable functions
4520,2012,"Wei Bi, James T. Kwok",Mandatory Leaf Node Prediction in Hierarchical Multilabel Classification
4521,2012,"Evan Archer, Il Memming Park, Jonathan W. Pillow",Bayesian estimation of discrete entropy with mixtures of stick-breaking priors
4522,2012,"Jasper Snoek, Hugo Larochelle, Ryan P. Adams",Practical Bayesian Optimization of Machine Learning Algorithms
4523,2012,"Stephen Becker, Jalal Fadili",A quasi-Newton proximal splitting method
4524,2012,"Elad Hazan, Zohar Karnin",A Polylog Pivot Steps Simplex Algorithm for Classification
4525,2012,"Jenna Wiens, Eric Horvitz, John V. Guttag",Patient Risk Stratification for Hospital-Associated C. diff as a Time-Series Classification Task
4526,2012,"Pietro D. Lena, Ken Nagata, Pierre F. Baldi",Deep Spatio-Temporal Architectures and Learning for Protein Structure Prediction
4527,2012,"Jake Bouvrie, Jean-jeacques Slotine",Synchronization can Control Regularization in Neural Systems via Correlated Noise Processes
4528,2012,"Harish G. Ramaswamy, Shivani Agarwal",Classification Calibration Dimension for General Multiclass Losses
4529,2012,"Rafael M. Frongillo, Nichol?s Della Penna, Mark D. Reid",Interpreting prediction markets: a stochastic approach
4530,2012,"Anima Anandkumar, Ragupathyraj Valluvan",Latent Graphical Model Selection: Efficient Methods for Locally Tree-like Graphs
4531,2012,"Ben Calderhead, M?ty?s A. Sustik",Sparse Approximate Manifolds for Differential Geometric MCMC
4532,2012,"Jure Leskovec, Julian J. Mcauley",Learning to Discover Social Circles in Ego Networks
4533,2012,"Alex Flint, Matthew Blaschko",Perceptron Learning of SAT
4534,2012,"Chong Wang, David M. Blei",Truncation-free Online Variational Inference for Bayesian Nonparametric Models
4535,2012,"Emtiyaz Khan, Shakir Mohamed, Kevin P. Murphy",Fast Bayesian Inference for Non-Conjugate Gaussian Process Regression
4536,2012,"Pedro Ortega, Jordi Grau-moya, Tim Genewein, David Balduzzi, Daniel Braun",A Nonparametric Conjugate Prior Distribution for the Maximizing Argument of a Noisy Function
4537,2012,"Andreas Argyriou, Rina Foygel, Nathan Srebro",Sparse Prediction with the 
4538,2012,"Aaron Defazio, Tib?rio S. Caetano",A Convex Formulation for Learning Scale-Free Networks via Submodular Relaxation
4539,2012,"S?ren Hauberg, Oren Freifeld, Michael J. Black",A Geometric take on Metric Learning
4540,2012,"Marc Bellemare, Joel Veness, Michael Bowling",Sketch-Based Linear Value Function Approximation
4541,2012,"Zhitang Chen, Kun Zhang, Laiwan Chan",Causal discovery with scale-mixture model for spatiotemporal variance dependencies
4542,2012,"Jayadev Acharya, Hirakendu Das, Alon Orlitsky",Tight Bounds on Profile Redundancy and Distinguishability
4543,2012,"Xi Chen, Qihang Lin, Javier Pena",Optimal Regularized Dual Averaging Methods for Stochastic Optimization
4544,2012,"Aaron Dennis, Dan Ventura",Learning the Architecture of Sum-Product Networks Using Clustering on Variables
4545,2012,"He He, Jason Eisner, Hal Daume",Imitation Learning by Coaching
4546,2012,"Cho-jui Hsieh, Arindam Banerjee, Inderjit S. Dhillon, Pradeep K. Ravikumar",A Divide-and-Conquer Method for Sparse Inverse Covariance Estimation
4547,2012,"Nikhil Bhat, Vivek Farias, Ciamac C. Moallemi",Non-parametric Approximate Dynamic Programming via the Kernel Method
4548,2012,"Moritz Hardt, Katrina Ligett, Frank Mcsherry",A Simple and Practical Algorithm for Differentially Private Data Release
4549,2012,"Abner Guzm?n-rivera, Dhruv Batra, Pushmeet Kohli",Multiple Choice Learning: Learning to Produce Multiple Structured Outputs
4550,2012,"Andre Wibisono, Martin J. Wainwright, Michael I. Jordan, John C. Duchi",Finite Sample Convergence Rates of Zero-Order Stochastic Optimization Methods
4551,2012,"Edouard Klein, Matthieu Geist, Bilal Piot, Olivier Pietquin",Inverse Reinforcement Learning through Structured Classification
4552,2012,"Mijung Park, Jonathan W. Pillow",Bayesian active learning with localized priors for fast receptive field characterization
4553,2012,"Assaf Glazer, Michael Lindenbaum, Shaul Markovitch",Learning High-Density Regions for a Generalized Kolmogorov-Smirnov Test in High-Dimensional Data
4554,2012,"Tivadar Papai, Henry Kautz, Daniel Stefankovic",Slice Normalized Dynamic Markov Logic Networks
4555,2012,"Jeff Beck, Alexandre Pouget, Katherine A. Heller",Complex Inference in Neural Circuits with Probabilistic Population Codes and Topic Models
4556,2012,"Jiarong Jiang, Adam Teichert, Jason Eisner, Hal Daume",Learned Prioritization for Trading Off Accuracy and Speed
4557,2012,"Dmitry Adamskiy, Manfred K. Warmuth, Wouter M. Koolen",Putting Bayes to sleep
4558,2012,"Yao-liang Yu, ?zlem Aslan, Dale Schuurmans",A Polynomial-time Form of Robust Regression
4559,2012,"Sergey Feldman, Maya Gupta, Bela Frigyik",Multi-Task Averaging
4560,2012,"Toke Hansen, Michael W. Mahoney",Semi-supervised Eigenvectors for Locally-biased Learning
4561,2012,"Yao-nan Chen, Hsuan-tien Lin",Feature-aware Label Space Dimension Reduction for Multi-label Classification
4562,2012,"Sanja Fidler, Sven Dickinson, Raquel Urtasun",3D Object Detection and Viewpoint Estimation with a Deformable 3D Cuboid Model
4563,2012,"Varun Kanade, Zhenming Liu, Bozidar Radunovic",Distributed Non-Stochastic Experts
4564,2012,"Qirong Ho, Junming Yin, Eric P. Xing",On Triangular versus Edge Representations --- Towards Scalable Modeling of Networks
4565,2012,"Kamalika Chaudhuri, Anand Sarwate, Kaushik Sinha",Near-optimal Differentially Private Principal Components
4566,2012,"Konstantinos Tsianos, Sean Lawlor, Michael G. Rabbat",Communication/Computation Tradeoffs in Consensus-Based Distributed Optimization
4567,2012,"James Scott, Jonathan W. Pillow",Fully Bayesian inference for neural models with negative-binomial spiking
4568,2012,Christoph H. Lampert,Dynamic Pruning of Factor Graphs for Maximum Marginal Prediction
4569,2012,"Neil Burch, Marc Lanctot, Duane Szafron, Richard G. Gibson",Efficient Monte Carlo Counterfactual Regret Minimization in Games with Many Player Actions
4570,2012,"Aditya Khosla, Jianxiong Xiao, Antonio Torralba, Aude Oliva",Memorability of Image Regions
4571,2012,"Shiva P. Kasiviswanathan, Huahua Wang, Arindam Banerjee, Prem Melville",Online L1-Dictionary Learning with Application to Novel Document Detection
4572,2012,"James Lloyd, Peter Orbanz, Zoubin Ghahramani, Daniel M. Roy",Random function priors for exchangeable arrays with applications to graphs and relational data
4573,2012,"Prem K. Gopalan, Sean Gerrish, Michael Freedman, David M. Blei, David M. Mimno",Scalable Inference of Overlapping Communities
4574,2012,"Benjamin Rolfs, Bala Rajaratnam, Dominique Guillot, Ian Wong, Arian Maleki",Iterative Thresholding Algorithm for Sparse Inverse Covariance Estimation
4575,2012,"Quanquan Gu, Tong Zhang, Jiawei Han, Chris H. Ding",Selective Labeling via Error Bound Minimization
4576,2012,"Thomas Furmston, David Barber",A Unifying Perspective of Parametric Policy Search Methods for Markov Decision Processes
4577,2012,"Jennifer Gillenwater, Alex Kulesza, Ben Taskar",Near-Optimal MAP Inference for Determinantal Point Processes
4578,2012,"Joachim Giesen, Jens Mueller, Soeren Laue, Sascha Swiercy",Approximating Concavely Parameterized Optimization Problems
4579,2012,"Konstantina Palla, Zoubin Ghahramani, David A. Knowles",A nonparametric variable clustering model
4580,2012,Odalric-ambrym Maillard,Hierarchical Optimistic Region Selection driven by Curiosity
4581,2012,"Minjie Xu, Jun Zhu, Bo Zhang",Nonparametric Max-Margin Matrix Factorization for Collaborative Prediction
4582,2012,"Nan Du, Le Song, Ming Yuan, Alex J. Smola",Learning Networks of Heterogeneous Influence
4583,2012,"Kosuke Fukumasu, Koji Eguchi, Eric P. Xing",Symmetric Correspondence Topic Models for Multilingual Text Analysis
4584,2012,"Po-ling Loh, Martin J. Wainwright",Structure estimation for discrete graphical models: Generalized covariance matrices and their inverses
4585,2012,"C. M. Niu, Sirish Nandyala, Won J. Sohn, Terence Sanger",Multi-scale Hyper-time Hardware Emulation of Human Motor Nervous System Based on Spiking Neurons using FPGA
4586,2012,"Mark Herbster, Stephen Pasteris, Fabio Vitale",Online Sum-Product Computation Over Trees
4587,2012,"Hyunsin Park, Sungrack Yun, Sanghyuk Park, Jongmin Kim, Chang D. Yoo",Phoneme Classification using Constrained Variational Gaussian Process Dynamical System
