id,year,authors,title
4588,2012,"Tianbao Yang, Yu-feng Li, Mehrdad Mahdavi, Rong Jin, Zhi-Hua Zhou",Nystr?m Method vs Random Fourier Features: A Theoretical and Empirical Comparison
4589,2012,"Francesca Petralia, Vinayak Rao, David B. Dunson",Repulsive Mixtures
4590,2012,"Weilong Yang, Yang Wang, Arash Vahdat, Greg Mori",Kernel Latent SVM for Visual Recognition
4591,2012,"Ashish Kapoor, Raajay Viswanathan, Prateek Jain",Multilabel Classification using Bayesian Compressed Sensing
4592,2012,"Alexander Lorbert, Peter J. Ramadge",Kernel Hyperalignment
4593,2012,"Stefan Habenschuss, Johannes Bill, Bernhard Nessler",Homeostatic plasticity in Bayesian spiking networks as Expectation Maximization with posterior constraints
4594,2012,"Vasiliy Karasev, Alessandro Chiuso, Stefano Soatto",Controlled Recognition Bounds for Visual Learning and Exploration
4595,2012,"Christian Mayr, Paul St?rke, Johannes Partzsch, Love Cederstroem, Rene Sch?ffny, Yao Shuai, Nan Du, Heidemarie Schmidt",Waveform Driven Plasticity in BiFeO3 Memristive Devices: Model and Implementation
4596,2012,"Arnak Dalalyan, Yin Chen",Fused sparsity and robust estimation for linear models with unknown variance
4597,2012,"Liping Liu, Thomas G. Dietterich",A Conditional Multinomial Mixture Model for Superset Label Learning
4598,2012,"Nicol? Cesa-bianchi, Claudio Gentile, Fabio Vitale, Giovanni Zappella",A Linear Time Active Learning Algorithm for Link Classification
4599,2012,"Doina Precup, Joelle Pineau, Andre S. Barreto",On-line Reinforcement Learning Using Incremental Kernel-Based Stochastic Factorization
4600,2012,Xaq Pitkow,"Compressive neural representation of sparse, high-dimensional probabilities"
4601,2012,"Figen Oztoprak, Jorge Nocedal, Steven Rennie, Peder A. Olsen",Newton-Like Methods for Sparse Inverse Covariance Estimation
4602,2012,"Bonnie Kirkpatrick, Alexandre Bouchard-c?t?",Bayesian Pedigree Analysis using Measure Factorization
4603,2012,"Sanjeev Arora, Rong Ge, Ankur Moitra, Sushant Sachdeva","Provable ICA with Unknown Gaussian Noise, with Implications for Gaussian Mixtures and Autoencoders"
4604,2012,"Nilesh Dalvi, Aditya Parameswaran, Vibhor Rastogi",Minimizing Uncertainty in Pipelines
4605,2012,"Xianghang Liu, James Petterson, Tib?rio S. Caetano",Learning as MAP Inference in Discrete Graphical Models
4606,2012,"Michael Bryant, Erik B. Sudderth",Truly Nonparametric Online Variational Inference for Hierarchical Dirichlet Processes
4607,2012,"Antonino Freno, Mikaela Keller, Marc Tommasi",Fiedler Random Fields: A Large-Scale Spectral Approach to Statistical Network Modeling
4608,2012,"Francisco Pereira, Matthew Botvinick",A systematic approach to extracting semantic information from functional MRI data
4609,2012,"Siddharth Gopal, Yiming Yang, Bing Bai, Alexandru Niculescu-mizil",Bayesian models for Large-scale Hierarchical Classification
4610,2012,"Geoffrey E. Hinton, Ruslan R. Salakhutdinov",A Better Way to Pretrain Deep Boltzmann Machines
4611,2012,"Samory Kpotufe, Abdeslam Boularias",Gradient Weights help Nonparametric Regressors
4612,2012,"Ko-jen Hsiao, Kevin Xu, Jeff Calder, Alfred O. Hero",Multi-criteria Anomaly Detection using Pareto Depth Analysis
4613,2012,"Hugo Larochelle, Stanislas Lauly",A Neural Autoregressive Topic Model
4614,2012,"Qixia Jiang, Jun Zhu, Maosong Sun, Eric P. Xing",Monte Carlo Methods for Maximum Margin Supervised Topic Models
4615,2012,"Rina Foygel, Nathan Srebro, Ruslan R. Salakhutdinov",Matrix reconstruction with the local max norm
4616,2012,"Joan Fruitet, Alexandra Carpentier, Maureen Clerc, R?mi Munos",Bandit Algorithms boost Brain Computer Interfaces for motor-task selection of a brain-controlled button
4617,2012,"Eunho Yang, Genevera Allen, Zhandong Liu, Pradeep K. Ravikumar",Graphical Models via Generalized Linear Models
4618,2012,"Henrik Ohlsson, Allen Yang, Roy Dong, Shankar Sastry",CPRL -- An Extension of Compressive Sensing to the Phase Retrieval Problem
4619,2012,"Hyun S. Park, Eakta Jain, Yaser Sheikh",3D Social Saliency from Head-mounted Cameras
4620,2012,"Andriy Mnih, Yee W. Teh",Learning Label Trees for Probabilistic Modelling of Implicit Feedback
4621,2012,"Michael C. Hughes, Emily Fox, Erik B. Sudderth",Effective Split-Merge Monte Carlo Methods for Nonparametric Models of Sequential Data
4622,2012,"Michael Collins, Shay B. Cohen",Tensor Decomposition for Fast Parsing with Latent-Variable PCFGs
4623,2012,"Azadeh Khaleghi, Daniil Ryabko",Locating Changes in Highly Dependent Data with Unknown Number of Change Points
4624,2012,"Francois Caron, Yee W. Teh",Bayesian nonparametric models for ranked data
4625,2012,"Amir M. Farahmand, Doina Precup",Value Pursuit Iteration
4626,2012,"Demba Ba, Behtash Babadi, Patrick Purdon, Emery Brown",Exact and Stable Recovery of Sequences of Signals with Sparse Increments via Differential _1-Minimization
4627,2012,"Qiang Liu, Jian Peng, Alexander T. Ihler",Variational Inference for Crowdsourcing
4628,2012,"Kei Wakabayashi, Takao Miura",Forward-Backward Activation Algorithm for Hierarchical Hidden Markov Models
4629,2012,"Sejong Yoon, Vladimir Pavlovic",Distributed Probabilistic Learning for Camera Networks with Missing Data
4630,2012,"Chen Chen, Junzhou Huang",Compressive Sensing MRI with Wavelet Tree Sparsity
4631,2012,"Vijay Mahadevan, Nuno Vasconcelos",On the connections between saliency and tracking
4632,2012,"Martha White, Xinhua Zhang, Dale Schuurmans, Yao-liang Yu",Convex Multi-view Subspace Learning
4633,2012,"Nicolas L. Roux, Mark Schmidt, Francis R. Bach",A Stochastic Gradient Method with an Exponential Convergence _Rate for Finite Training Sets
4634,2012,"Matthew Der, Lawrence K. Saul",Latent Coincidence Analysis: A Hidden Variable Model for Distance Metric Learning
4635,2012,"Stephen Boyd, Corinna Cortes, Mehryar Mohri, Ana Radovanovic",Accuracy at the Top
4636,2012,"Yunlong He, Yanjun Qi, Koray Kavukcuoglu, Haesun Park",Learning the Dependency Structure of Latent Factors
4637,2012,"Anima Anandkumar, Dean P. Foster, Daniel J. Hsu, Sham M. Kakade, Yi-kai Liu",A Spectral Algorithm for Latent Dirichlet Allocation
4638,2012,"Sasha Rakhlin, Ohad Shamir, Karthik Sridharan",Relax and Randomize : From Value to Algorithms
4639,2012,"Peter Sollich, Simon Ashton",Learning curves for multi-task Gaussian process regression
4640,2012,"Victor Gabillon, Mohammad Ghavamzadeh, Alessandro Lazaric",Best Arm Identification: A Unified Approach to Fixed Budget and Fixed Confidence
4641,2012,"Masashi Sugiyama, Takafumi Kanamori, Taiji Suzuki, Marthinus D. Plessis, Song Liu, Ichiro Takeuchi",Density-Difference Estimation
4642,2012,"Manuel Lopes, Tobias Lang, Marc Toussaint, Pierre-yves Oudeyer",Exploration in Model-based Reinforcement Learning by Empirically Estimating Learning Progress
4643,2012,"Nishant Mehta, Dongryeol Lee, Alexander G. Gray",Minimax Multi-Task Learning and a Generalized Loss-Compositional Paradigm for MTL
4644,2012,"Jason Pacheco, Erik B. Sudderth",Minimization of Continuous Bethe Approximations: A Positive Variation
4645,2012,"Alekh Agarwal, Sahand Negahban, Martin J. Wainwright",Stochastic optimization and sparse statistical recovery: Optimal algorithms for high dimensions
4646,2012,"Cl?ment Calauz?nes, Nicolas Usunier, Patrick Gallinari","On the (Non-)existence of Convex, Calibrated Surrogate Losses for Ranking"
4647,2012,"Jingrui He, Hanghang Tong, Qiaozhu Mei, Boleslaw Szymanski",GenDeR: A Generic Diversified Ranking Algorithm
4648,2012,"Seong-hwan Jun, Liangliang Wang, Alexandre Bouchard-c?t?",Entangled Monte Carlo
4649,2012,Nicholas Ruozzi,The Bethe Partition Function of Log-supermodular Graphical Models
4650,2012,"Gal Elidan, Cobi Cario",Nonparanormal Belief Propagation (NPNBP)
4651,2012,"Guillermo Canas, Lorenzo Rosasco",Learning Probability Measures with respect to Optimal Transport Metrics
4652,2012,"Yichuan Zhang, Zoubin Ghahramani, Amos J. Storkey, Charles A. Sutton",Continuous Relaxations for Discrete Hamiltonian Monte Carlo
4653,2012,"Hachem Kadri, Alain Rakotomamonjy, Philippe Preux, Francis R. Bach",Multiple Operator-valued Kernel Learning
4654,2012,"Ashwini Shukla, Aude Billard",Augmented-SVM: Automatic space partitioning for combining multiple non-linear dynamics
4655,2012,"Daniel J. Hsu, Sham M. Kakade, Percy S. Liang",Identifiability and Unmixing of Latent Parse Trees
4656,2012,"Weixin Li, Nuno Vasconcelos",Recognizing Activities by Attribute Dynamics
4657,2012,"Michael Osborne, Roman Garnett, Zoubin Ghahramani, David K. Duvenaud, Stephen J. Roberts, Carl E. Rasmussen",Active Learning of Model Evidence Using Bayesian Quadrature
4658,2012,"Philip Sterne, Joerg Bornschein, Abdul-saboor Sheikh, Joerg Luecke, Jacquelyn A. Shelton",Why MCA? Nonlinear sparse coding with spike-and-slab prior for neurally plausible image encoding
4659,2012,"Peter Krafft, Juston Moore, Bruce Desmarais, Hanna M. Wallach",Topic-Partitioned Multinetwork Embeddings
4660,2012,"James T. Kwok, Ryan P. Adams",Priors for Diversity in Generative Latent Variable Models
4661,2012,"Sourish Chaudhuri, Bhiksha Raj",Unsupervised Structure Discovery for Semantic Analysis of Audio
4662,2012,Erik Talvitie,Learning Partially Observable Models Using Temporally Abstract Decision Trees
4663,2012,"Xinhua Zhang, Dale Schuurmans, Yao-liang Yu",Accelerated Training for Matrix-norm Regularization: A Boosting Approach
4664,2012,"Nicol? Cesa-bianchi, Pierre Gaillard, Gabor Lugosi, Gilles Stoltz",Mirror Descent Meets Fixed Share (and feels no regret)
4665,2012,"Yanyan Lan, Jiafeng Guo, Xueqi Cheng, Tie-yan Liu",Statistical Consistency of Ranking Methods in A Rank-Differentiable Probability Space
4666,2012,"Ronald Ortner, Daniil Ryabko",Online Regret Bounds for Undiscounted Continuous Reinforcement Learning
4667,2012,"Ping Li, Cun-hui Zhang",Entropy Estimations Using Correlated Symmetric Stable Random Projections
4668,2012,"Kevin Swersky, Ilya Sutskever, Daniel Tarlow, Richard S. Zemel, Ruslan R. Salakhutdinov, Ryan P. Adams",Cardinality Restricted Boltzmann Machines
4669,2012,"S. D. Babacan, Shinichi Nakajima, Minh Do",Probabilistic Low-Rank Subspace Clustering
4670,2012,"Nisheeth Srivastava, Paul R. Schrater",Rational inference of relative preferences
4671,2012,Lei Shi,Bayesian Probabilistic Co-Subspace Addition
4672,2012,"Peter Kontschieder, Samuel R. Bul?, Antonio Criminisi, Pushmeet Kohli, Marcello Pelillo, Horst Bischof",Context-Sensitive Decision Forests for Object Detection
4673,2012,"Fredrik Lindsten, Thomas Sch?n, Michael I. Jordan",Ancestor Sampling for Particle Gibbs
4674,2012,"Chad Scherrer, Ambuj Tewari, Mahantesh Halappanavar, David Haglin",Feature Clustering for Accelerating Parallel Coordinate Descent
4675,2012,"Shinichi Nakajima, Ryota Tomioka, Masashi Sugiyama, S. D. Babacan",Perfect Dimensionality Recovery by Variational Bayesian PCA
4676,2012,Liva Ralaivola,Confusion-Based Online Learning and a Passive-Aggressive Scheme
4677,2012,"Mingyuan Zhou, Lawrence Carin",Augment-and-Conquer Negative Binomial Processes
4678,2012,"Amit Daniely, Sivan Sabato, Shai S. Shwartz",Multiclass Learning Approaches: A Theoretical Comparison with Implications
4679,2012,"Morteza Ibrahimi, Adel Javanmard, Benjamin V. Roy",Efficient Reinforcement Learning for High Dimensional Linear Quadratic Systems
4680,2012,"Mohsen Hejrati, Deva Ramanan",Analyzing 3D Objects in Cluttered Images
4681,2012,"Shaul Druckmann, Tao Hu, Dmitri B. Chklovskii",A mechanistic model of early sensory processing based on subtracting sparse representations
4682,2012,"Emily Fox, David B. Dunson",Multiresolution Gaussian Processes
4683,2012,"Nitish Srivastava, Ruslan R. Salakhutdinov",Multimodal Learning with Deep Boltzmann Machines
4684,2012,"Chao Zhang, Lei Zhang, Jieping Ye",Generalization Bounds for Domain Adaptation
4685,2012,"Bo Liu, Sridhar Mahadevan, Ji Liu",Regularized Off-Policy TD-Learning
4686,2012,"Junyuan Xie, Linli Xu, Enhong Chen",Image Denoising and Inpainting with Deep Neural Networks
4687,2012,"Jeffrey Dean, Greg Corrado, Rajat Monga, Kai Chen, Matthieu Devin, Mark Mao, Marc'aurelio Ranzato, Andrew Senior, Paul Tucker, Ke Yang, Quoc V. Le, Andrew Y. Ng",Large Scale Distributed Deep Networks
4688,2012,"Jinfeng Yi, Rong Jin, Shaili Jain, Tianbao Yang, Anil K. Jain",Semi-Crowdsourced Clustering: Generalizing Crowd Labeling by Robust Distance Metric Learning
4689,2012,"Abhimanyu Das, Anirban Dasgupta, Ravi Kumar",Selecting Diverse Features via Spectral Regularization
4690,2012,"David Balduzzi, Michel Besserve",Towards a learning-theoretic analysis of spike-timing dependent plasticity
4691,2012,"Kevin Tang, Vignesh Ramanathan, Li Fei-fei, Daphne Koller",Shifting Weights: Adapting Object Detectors from Image to Video
4692,2012,"Rishabh Iyer, Jeff A. Bilmes",Submodular-Bregman and the Lov?sz-Bregman Divergences with Applications
4693,2012,Takayuki Osogami,Robustness and risk-sensitivity in Markov decision processes
4694,2012,"Dmitri B. Chklovskii, Daniel Soudry","Neuronal Spike Generation Mechanism as an Oversampling, Noise-shaping A-to-D converter"
4695,2012,Shinsuke Koyama,Coding efficiency and detectability of rate fluctuations with non-Poisson neuronal firing
4696,2012,"Mathieu Sinn, Bei Chen",Mixing Properties of Conditional Markov Chains with Unbounded Feature Functions
4697,2012,"Borja Balle, Mehryar Mohri",Spectral Learning of General Weighted Automata via Constrained Matrix Completion
4698,2012,Sander M. Bohte,Efficient Spike-Coding with Multiplicative Adaptation in a Spike Response Model
4699,2012,"Matthew Coudron, Gilad Lerman",On the Sample Complexity of Robust PCA
4700,2012,"Neil Houlsby, Ferenc Huszar, Zoubin Ghahramani, Jose M. Hern?ndez-lobato",Collaborative Gaussian Processes for Preference Learning
4701,2012,"Sahand Negahban, Sewoong Oh, Devavrat Shah",Iterative ranking from pair-wise comparisons
4702,2012,"Kevin Swersky, Brendan J. Frey, Daniel Tarlow, Richard S. Zemel, Ryan P. Adams",Probabilistic n-Choose-k Models for Classification and Ranking
4703,2012,"Hiroki Terashima, Masato Okada",The topographic unsupervised learning of natural sounds in the auditory cortex
4704,2012,"Ryan Kiros, Csaba Szepesv?ri",Deep Representations and Codes for Image Auto-Annotation
4705,2012,"Ehsan Elhamifar, Guillermo Sapiro, Ren? Vidal",Finding Exemplars from Pairwise Dissimilarities via Simultaneous Sparse Recovery
4706,2012,"Andrew Ziegler, Eric Christiansen, David Kriegman, Serge J. Belongie",Locally Uniform Comparison Image Descriptor
4707,2012,"Marc Deisenroth, Shakir Mohamed",Expectation Propagation in Gaussian Process Dynamical Systems
4708,2012,"Tatsuya Harada, Yasuo Kuniyoshi",Graphical Gaussian Vector for Image Categorization
4709,2012,"Brendan Mcmahan, Matthew Streeter",No-Regret Algorithms for Unconstrained Online Convex Optimization
4710,2012,"Chris Hinrichs, Vikas Singh, Jiming Peng, Sterling Johnson",Q-MKL: Matrix-induced Regularization in Multi-Kernel Learning with Applications to Neuroimaging
4711,2012,"Florian T. Pokorny, Hedvig Kjellstr?m, Danica Kragic, Carl Ek",Persistent Homology for Learning Densities with Bounded Support
4712,2012,"Sergey Karayev, Tobias Baumgartner, Mario Fritz, Trevor Darrell",Timely Object Recognition
4713,2012,"Thanh Ngo, Yousef Saad",Scaled Gradients on Grassmann Manifolds for Matrix Completion
4714,2012,"Shulin Yang, Liefeng Bo, Jue Wang, Linda G. Shapiro",Unsupervised Template Learning for Fine-Grained Object Recognition
4715,2012,"Sean Gerrish, David M. Blei",How They Vote: Issue-Adjusted Models of Legislative Behavior
4716,2012,"Marcelo Fiori, Pablo Mus?, Guillermo Sapiro",Topology Constraints in Graphical Models
4717,2012,"Bogdan Alexe, Nicolas Heess, Yee W. Teh, Vittorio Ferrari",Searching for objects driven by context
4718,2012,"Anteo Smerieri, Fran?ois Duport, Yvon Paquot, Benjamin Schrauwen, Marc Haelterman, Serge Massar",Analog readout for optical reservoir computers
4719,2012,"Falk Lieder, Tom Griffiths, Noah Goodman","Burn-in, bias, and the rationality of anchoring"
4720,2012,"Risi Kondor, Walter Dempsey",Multiresolution analysis on the symmetric group
4721,2012,"Abdeslam Boularias, Jan R. Peters, Oliver B. Kroemer",Algorithms for Learning Markov Field Policies
4722,2012,Ognjen Arandjelovic,Assessing Blinding in Clinical Trials
4723,2012,"Stefano Ermon, Ashish Sabharwal, Bart Selman, Carla P. Gomes",Density Propagation and Improved Bounds on the Partition Function
4724,2012,"Amadou Ba, Mathieu Sinn, Yannig Goude, Pascal Pompey",Adaptive Learning of Smoothing Functions: Application to Electricity Load Forecasting
4725,2012,"Joseph Wang, Venkatesh Saligrama",Local Supervised Learning through Space Partitioning
4726,2012,"Xavier Bresson, Thomas Laurent, David Uminsky, James V. Brecht",Convergence and Energy Landscape for Cheeger Cut Clustering
4727,2012,"Arthur Gretton, Dino Sejdinovic, Heiko Strathmann, Sivaraman Balakrishnan, Massimiliano Pontil, Kenji Fukumizu, Bharath K. Sriperumbudur",Optimal kernel choice for large-scale two-sample tests
4728,2012,"Yuchen Zhang, Martin J. Wainwright, John C. Duchi",Communication-Efficient Algorithms for Statistical Optimization
